Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Billboards
Writers festival on the books for mining city,http://www.abc.net.au/local/photos/2014/09/08/4083252.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1326723_18420532.JPG,"Samantha Schraag and her colleagues from Mount Isa City Library are kickstarting their own writers festival because the city ""deserves it"".",Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Arts and Entertainment:Books (Literature), Community and Society:Regional,",ABC North West Qld,QLD,Mount Isa,"mount isa writers festival, samantha schraag, mount isa city library, author, writing, books, community, isolation, mining, fifo, cowboys, rodeo, abc north west queensland, abc open, blythe moore",-20.7287,139.4897,http://www.abc.net.au/local/photos/2014/09/08/4083252-mediarss.xml,"images/test_word_cloud_0748.png"
Eyre Peninsula football finals results,http://www.abc.net.au/local/photos/2014/09/08/4083494.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1326886_18423905.jpg,Ramblers utility player Matthew Keatley tackles Saints star Jordan Telfer during the Great Flinders A Grade Preliminary Final.,Copyright: ABC | Source: ABC Open | Byline: Emma Pedler,"Lifestyle and Leisure:Clubs and Associations, Sport:Australian Football League,",ABC West Coast SA,SA,Cleve,"footy, football, great flinders, eyre peninsula, preliminary final, Mid West, A Grade, eastern eyre, grand final, port lincoln",-33.7033,136.4933,http://www.abc.net.au/local/photos/2014/09/08/4083494-mediarss.xml,"images/test_word_cloud_0749.png"
Great Flinders Preliminary Final match reports,http://www.abc.net.au/local/photos/2014/09/08/4083501.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1326913_18424439.jpg,Shannon Minhard gets low to pick up the ground ball but his eyes remain on his team mates up the ground.,Copyright: ABC | Source: ABC Open | Byline: Emma Pedler,"Lifestyle and Leisure:Clubs and Associations, Sport:Australian Football League,",ABC West Coast SA,SA,Lock,"footy, football, great flinders, eyre peninsula, preliminary final, A Grade",-33.5727,135.7537,http://www.abc.net.au/local/photos/2014/09/08/4083501-mediarss.xml,"images/test_word_cloud_0750.png"
Shotguns transformed into sculpture for new Bunbury art exhibition,http://www.abc.net.au/local/photos/2014/09/08/4083162.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1325980_18405559.jpg,Superintendent Peter Hatch next to the piece he relates to most. A young man with violence in his sights,Copyright: ABC | Source: ABC Local | Byline: SK,"Arts and Entertainment:Contemporary Art, Arts and Entertainment:Visual Art:Painting, Arts and Entertainment:Visual Art:Sculpture, Law, Crime and Justice:Crime Prevention",ABC South West WA,WA,Busselton,"southwest, art, gun, police, firearm, weapon, crime",-33.6537,115.344,http://www.abc.net.au/local/photos/2014/09/08/4083162-mediarss.xml,"images/test_word_cloud_0751.png"
"Emergency services on alert for wind, storms in South East",http://www.abc.net.au/local/photos/2014/09/08/4083414.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1326856_18423274.jpg,Windy weather caused a forest fire near Tarpeena on Monday afternoon.,Copyright: ABC | Source: ABC Local | Byline:,"Disasters and Accidents:Emergency Incidents, Weather, Weather:Storm,",ABC South East SA,SA,Mount Gambier,"abc, BOM, windy weather, wild, wet, Mt Gambier, South East, Green Triangle Plantations, CFS, MFS",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/09/08/4083414-mediarss.xml,"images/test_word_cloud_0752.png"
Broome's Shinju Matsuri multicultural community parade,http://www.abc.net.au/local/photos/2014/09/08/4083153.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1326642_18418751.jpg,Broome's Chinese float in the 2014 Shinju Matsuri community parade. (7/9/14),Copyright: ABC | Source: ABC Local | Byline: Clancy McDowell,"Community and Society:Community and Multicultural Festivals,",ABC Kimberley WA,WA,Broome,Broome shinju matsuri festival pearl community float parade photos,-17.957,122.2395,http://www.abc.net.au/local/photos/2014/09/08/4083153-mediarss.xml,"images/test_word_cloud_0753.png"
Cane fields burn in memory of Mario,http://www.abc.net.au/local/photos/2014/09/08/4083101.htm,8/09/2014,http://www.abc.net.au/reslib/201308/r1166685_14776024.jpg,A sugar cane field is set on fire at Yorkey's Knob for the second Cairns Festival Fields of Fire event - now called Mario's Burn.,Copyright: ABC | Source: ABC Local | Byline: Isaac Egan,"Disasters and Accidents:Fires, Disasters and Accidents:Fires:Bushfire, Rural:Agricultural Crops:Sugar, Rural",ABC Far North Qld,,,"Fields of Fire, Cairns Festival, Cane Fire, Burning Cane, Sugar Cane, Cane Fields, Practice, Historical, Harvest, Harvesting,",,,http://www.abc.net.au/local/photos/2014/09/08/4083101-mediarss.xml,"images/test_word_cloud_0754.png"
Lion dance troupe performs in Broome,http://www.abc.net.au/local/photos/2014/09/08/4083087.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1326656_18419129.jpg,The yellow lion twists and flicks,Copyright: ABC | Source: ABC Kimberley | Byline: Vanessa Mills,"Arts and Entertainment, Arts and Entertainment:Dance, Arts and Entertainment:Performance Art, Arts and Entertainment:Street Art",ABC Kimberley WA,WA,Broome,Kimberley: Breakfast shunde lion dance troupe perth chinese new year shinju matsuri #lovebroome traditional chinse lion dance dragon lucky lettuce,-17.957,122.2395,http://www.abc.net.au/local/photos/2014/09/08/4083087-mediarss.xml,"images/test_word_cloud_0755.png"
Beer can boats a boon for Magnetic Island,http://www.abc.net.au/local/photos/2014/09/08/4082933.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1326626_18418371.jpg,The local Men’s Shed team streak ahead in the final. Four boats made of upcycled milk bottles or empty drink cans entered this year. The Army and Seacat teams lashed their broken vessels together and combined forces for the last race.,Copyright: ABC | Source: ABC | Byline: Nathalie Fernbach,"Business, Economics and Finance:Industry:Tourism, Community and Society, Community and Society:Charities and Community Organisations, Community and Society:Community and Multicultural Festivals",ABC North Qld,QLD,Magnetic Island,"Australia, ABC, news, Magnetic Island, Townsville, beer, can, regatta, Rotary, milk, recycling, recled, upcycling, bottle, plastivc, tourism, Men's shed, offbeat,",-19.1458,146.8166,http://www.abc.net.au/local/photos/2014/09/08/4082933-mediarss.xml,"images/test_word_cloud_0756.png"
Camp dog program success,http://www.abc.net.au/local/photos/2014/08/25/4073940.htm,25/08/2014,http://www.abc.net.au/reslib/201409/r1324738_18379251.jpg,This puppy in the community of Ampilatwatja is benefitting from a new animal health program,Copyright: Unspecified | Source: AMRRIC | Byline: John Skuja,"Science and Technology:Animals,",ABC Alice Springs,NT,Tennant Creek,"dogs, camp dogs, alice springs, darwin, amrric, vets, barkly, indigenous, communities, campdog, campdogs, news, tennant creek, barkly",-19.6523,134.1882,http://www.abc.net.au/local/photos/2014/08/25/4073940-mediarss.xml,"images/test_word_cloud_0757.png"
Pioneers take on Spectres in SEABL championship,http://www.abc.net.au/local/photos/2014/09/08/4082952.htm,8/09/2014,http://www.abc.net.au/reslib/201409/r1326584_18417058.jpg,The Mount Gambier Pioneers will play in the SEABL championship finals this weekend in Melbourne.,Copyright: ABC | Source: ABC Local | Byline:,"Sport, Sport:Basketball,",ABC South East SA,SA,Mount Gambier,"abc, pioneers, castec, mount gambier, basketball, SEABL, conference final, ben allen,",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/09/08/4082952-mediarss.xml,"images/test_word_cloud_0758.png"
From bushrangers to rusting cars: immortalising Eugowra's history on its buildings,http://www.abc.net.au/local/photos/2014/09/05/4081941.htm,5/09/2014,http://www.abc.net.au/reslib/201409/r1325840_18402496.jpg,"Eugowra graphic designer, Jodie Greenhalgh was instrumental in organising the painting of murals in the town.",Copyright: ABC | Source: ABC Local | Byline: Robert Virtue,"Arts and Entertainment, Arts and Entertainment:Design, Arts and Entertainment:Design:Graphic,",ABC Central West NSW,NSW,Eugowra,"Eugowra, murals, art, artwork, history, bushrangers, Ben Hall, Frank Gardiner, NSW, New South Wales, ABC, ABC Central West, Robert Virtue, Australia, 2014, rural, country, tourism, economy, small town, Jodie Greenhalgh",-33.4285,148.3718,http://www.abc.net.au/local/photos/2014/09/05/4081941-mediarss.xml,"images/test_word_cloud_0759.png"
How the Midwest's 'family railway' opened up the country,http://www.abc.net.au/local/photos/2014/09/06/4082402.htm,6/09/2014,http://www.abc.net.au/reslib/201409/r1326203_18409089.jpg,,Copyright: Audience submitted | Source: | Byline: supplied,"Community and Society:History:19th Century, Community and Society:History:20th Century, Community and Society:Regional,",ABC Mid West WA,WA,Geraldton,"trains, muidwest, midland railways, family railway, history nineteenth century, infrastructure, phillipa roers",-28.7802,114.6132,http://www.abc.net.au/local/photos/2014/09/06/4082402-mediarss.xml,"images/test_word_cloud_0760.png"
"Water aplenty in the South West, for now",http://www.abc.net.au/local/stories/2014/09/05/4081981.htm,5/09/2014,http://www.abc.net.au/reslib/201409/r1325881_18403586.jpg,Drinking water dams in the South West are at 86 per cent capacity overall,Copyright: ABC | Source: ABC Local | Byline: SK,,ABC South West WA,WA,Collie,"southwest, dam, water, weather",-33.3633,116.1547,http://www.abc.net.au/local/stories/2014/09/05/4081981-mediarss.xml,"images/test_word_cloud_0761.png"
Lasertag champs blistered and drained after world title week,http://www.abc.net.au/local/photos/2014/09/01/4078608.htm,1/09/2014,http://www.abc.net.au/reslib/201409/r1325623_18397645.jpg,"Angus Lowrie ""Gustice"" from the Canberra Dragons takes on Michael Pastorello ""Mad Cans"" from the Queensland Maroons.",Copyright: ABC | Source: contributed | Byline: Doc Baldwin,"Arts and Entertainment, Community and Society, Event, Human Interest",ABC Sunshine & Cooloola Coasts Qld,QLD,Warana,"World Laser Tag Championships, laser tag,",-26.7245,153.1299,http://www.abc.net.au/local/photos/2014/09/01/4078608-mediarss.xml,"images/test_word_cloud_0762.png"
Wildflowers of the Great Southern,http://www.abc.net.au/local/photos/2014/08/22/4072473.htm,22/08/2014,http://www.abc.net.au/reslib/201409/r1325461_18394930.JPG,"Grevillea concinna, Red Combs, found on a sand track at Cape Arid. This species was first collected at Lucky Bay in Jan 1802.",Copyright: ABC | Source: Supplied | Byline: Ruth Byrne,"Arts and Entertainment:Photography, Lifestyle and Leisure:Gardening:Flower/Foliage,",ABC Great Southern,WA,Albany,"wildflowers, flowers, great southern, great southern flowers,",-35.0239,117.8805,http://www.abc.net.au/local/photos/2014/08/22/4072473-mediarss.xml,"images/test_word_cloud_0763.png"
Boompacking: 60-somethings travelling on a budget,http://www.abc.net.au/local/photos/2014/09/04/4080950.htm,4/09/2014,http://www.abc.net.au/reslib/201409/r1325189_18388710.jpg,"""We feel it's never too late to live your dreams. A lot of people say 'one day'... but 'one day' might never come. So grab it, grasp it and go for it... you won't regret it."" - Mark and Ian Copeland.",Copyright: ABC | Source: ABC Multiplatform | Byline: Laura Hegarty,"Lifestyle and Leisure:Travel and Tourism,",ABC Tropical Queensland,QLD,Airlie Beach,"boompacking, backpacking, baby boomers, asia, copeland, airlie, whitsunday, queensland, travel, budget",-20.2688,148.7144,http://www.abc.net.au/local/photos/2014/09/04/4080950-mediarss.xml,"images/test_word_cloud_0764.png"
Friday Rewind – giving an old warbird new wings,http://www.abc.net.au/local/photos/2014/09/05/4081628.htm,5/09/2014,http://www.abc.net.au/reslib/201409/r1325666_18398708.jpg,An Avro Anson flying over the Blue Lake in 1943.,Copyright: ABC | Source: Mount Gambier Library | Byline: Les Hills Collection,"Business, Economics and Finance:Industry:Air Transport, Community and Society:History, Community and Society:History:World War 2,",ABC South East SA,SA,Mount Gambier,"abc, avro anson, mount gambier, nhill preservation society, RAAF, airforce base, airport, restored, plane, world war II, Mk 1, flying",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/09/05/4081628-mediarss.xml,"images/test_word_cloud_0765.png"
The man behind the camera that captured early Goldfields life,http://www.abc.net.au/local/photos/2014/09/04/4081125.htm,4/09/2014,http://www.abc.net.au/reslib/201409/r1325304_18391213.JPG,A portrait of photographer John Joseph Dwyer in the Faces from the Front Exhibition at the WA Museum Kalgoorlie-Boulder,Copyright: ABC | Source: Image Courtesy of WA Museum Kalgoorlie-Boulder | Byline: Supplied,"Arts and Entertainment:Photography, Community and Society:History,",ABC Goldfields WA,WA,Kalgoorlie,John Joseph Dwyer JJ Kalgoorlie Boulder History Photography Photo Photographer early life mining mine goldfields_history History,-30.7458,121.4715,http://www.abc.net.au/local/photos/2014/09/04/4081125-mediarss.xml,"images/test_word_cloud_0766.png"
Cairns Festival: Chalk the walk,http://www.abc.net.au/local/photos/2014/09/04/4080939.htm,4/09/2014,http://www.abc.net.au/reslib/201409/r1325253_18390363.jpg,Australian chalk artist Jenny McCracken brings colour to the pavement of the Cairns esplanade for the Cairns Festival.,Copyright: ABC | Source: ABC Local | Byline: Isaac Egan,"Arts and Entertainment, Arts and Entertainment:Street Art, Arts and Entertainment:Visual Art:Painting, Education:Subjects:Art and Design",ABC Far North Qld,,,"Chalk the walk, Chalk art, Pavement art, Street art, art, artist, cairns festival, far north Queensland, Cairns, Melbourne, Olympics of Street Painting, Incontro Nazionale Dei Madonnari",,,http://www.abc.net.au/local/photos/2014/09/04/4080939-mediarss.xml,"images/test_word_cloud_0767.png"
The shipwreck coast still revealing its secrets after 300 years,http://www.abc.net.au/local/photos/2014/09/04/4080865.htm,4/09/2014,http://www.abc.net.au/reslib/201409/r1325118_18386882.jpg,"The Zeewijk is one the Dutch ships wrecked along the caost and still revealing secrets about history of exploration, contact and trade from hundreds of years ago.",Copyright: ABC licensed | Source: supplied | Byline: WA Museum,"Community and Society:History:18th Century, Community and Society:Regional, Human Interest:Offbeat,",ABC Mid West WA,WA,Geraldton,"shipwrecks, midwest, resrch, dutch east indies, Dr Michael 'Mack' McCarthy, WA Museum,",-28.7802,114.6132,http://www.abc.net.au/local/photos/2014/09/04/4080865-mediarss.xml,"images/test_word_cloud_0768.png"
Chemistry meets cookery in Wodonga degustation,http://www.abc.net.au/local/photos/2014/09/04/4080811.htm,4/09/2014,http://www.abc.net.au/reslib/201409/r1324535_18373439.jpg,"Wodonga TAFE 'mixology' teacher, Brett White (left), helps a student mix a cocktail featuring sodium alginate and calcium lactate gluconate.",Copyright: ABC | Source: ABC Goulburn Murray | Byline: Nick Fogarty,"Business, Economics and Finance:Industry:Food and Beverage, Education:University and Further Education, Human Interest:People, Lifestyle and Leisure:Food and Cooking",ABC Goulburn Murray,VIC,Wodonga,"abc, abc goulburn murray, food, heston blumenthal, gastronomy, chemistry, wodonga, tafe, hospitality, students, education, gourmet,",-36.1217,146.885,http://www.abc.net.au/local/photos/2014/09/04/4080811-mediarss.xml,"images/test_word_cloud_0769.png"
